赛季,周数,人名,伴侣名,地区,国家,年龄,行业,最终名次,比赛结果,评委评分百分比,粉丝投票百分比,总百分比
4,6,Billy Ray Cyrus,Karina Smirnoff,Kentucky,United States,45,Singer/Rapper,5,Eliminated Week 8,0.1235,0.0923407935592443,0.2158407935592443
4,6,Heather Mills,Jonathan Roberts,others,England,39,Model,7,Eliminated Week 6,0.1353,0.0546324101823784,0.1899324101823784
4,6,Ian Ziering,Cheryl Burke,New Jersey,United States,42,Actor/Actress,4,Eliminated Week 9,0.1412,0.0842459860541373,0.2254459860541373
4,6,Joey Fatone,Kym Johnson,New York,United States,30,Singer/Rapper,2,2nd Place,0.1588,0.2302163442261697,0.3890163442261697
4,6,John Ratzenberger,Edyta Sliwinska,Connecticut,United States,59,Actor/Actress,6,Eliminated Week 7,0.1118,0.0781324111823848,0.1899324111823848
4,6,Laila Ali,Maksim Chmerkoskiy,Florida,United States,29,Athlete,3,3rd Place,0.1647,0.2302164891889861,0.3949164891889861
4,7,Apolo Anton Ohno,Julianne Hough,Washington,United States,24,Athlete,1,1st Place,0.1748,0.249543150269052,0.424343150269052
4,7,Billy Ray Cyrus,Karina Smirnoff,Kentucky,United States,45,Singer/Rapper,5,Eliminated Week 8,0.123,0.0945197550964305,0.2175197550964305
4,7,Ian Ziering,Cheryl Burke,New Jersey,United States,42,Actor/Actress,4,Eliminated Week 9,0.1748,0.0849292629533392,0.2597292629533392
4,7,Joey Fatone,Kym Johnson,New York,United States,30,Singer/Rapper,2,2nd Place,0.1909,0.2495439626024586,0.4404439626024585
4,7,John Ratzenberger,Edyta Sliwinska,Connecticut,United States,59,Actor/Actress,6,Eliminated Week 7,0.1456,0.0719197540964259,0.2175197540964259
4,7,Laila Ali,Maksim Chmerkoskiy,Florida,United States,29,Athlete,3,3rd Place,0.1909,0.2495441149822936,0.4404441149822936
4,8,Apolo Anton Ohno,Julianne Hough,Washington,United States,24,Athlete,1,1st Place,0.2311,0.273581182247591,0.504681182247591
4,8,Billy Ray Cyrus,Karina Smirnoff,Kentucky,United States,45,Singer/Rapper,5,Eliminated Week 8,0.1514,0.0925241347042089,0.2439241347042089
4,8,Ian Ziering,Cheryl Burke,New Jersey,United States,42,Actor/Actress,4,Eliminated Week 9,0.1873,0.0867302800295061,0.2740302800295061
4,8,Joey Fatone,Kym Johnson,New York,United States,30,Singer/Rapper,2,2nd Place,0.2191,0.2735821091919432,0.4926821091919432
4,8,Laila Ali,Maksim Chmerkoskiy,Florida,United States,29,Athlete,3,3rd Place,0.2112,0.2735822938267507,0.4847822938267507
4,9,Apolo Anton Ohno,Julianne Hough,Washington,United States,24,Athlete,1,1st Place,0.2489,0.3032287106585968,0.5521287106585968
4,9,Ian Ziering,Cheryl Burke,New Jersey,United States,42,Actor/Actress,4,Eliminated Week 9,0.2447,0.0903116577186206,0.3350116577186206
4,9,Joey Fatone,Kym Johnson,New York,United States,30,Singer/Rapper,2,2nd Place,0.2532,0.3032297246819572,0.5564297246819572
4,9,Laila Ali,Maksim Chmerkoskiy,Florida,United States,29,Athlete,3,3rd Place,0.2532,0.3032299069408253,0.5564299069408253
4,10,Apolo Anton Ohno,Julianne Hough,Washington,United States,24,Athlete,1,1st Place,0.3398,0.3333325344818786,0.6731325344818786
4,10,Joey Fatone,Kym Johnson,New York,United States,30,Singer/Rapper,2,2nd Place,0.332,0.3333336534783695,0.6653336534783696
4,10,Laila Ali,Maksim Chmerkoskiy,Florida,United States,29,Athlete,3,3rd Place,0.3282,0.333333812039752,0.661533812039752
5,1,Albert Reed,Anna Trebunskaya,Florida,United States,22,Model,11,Eliminated Week 2,0.0817,0.0341429899877123,0.1158429899877123
5,1,Cameron Mathison,Edyta Sliwinska,others,Canada,38,Actor/Actress,5,Eliminated Week 8,0.0817,0.0660101067706175,0.1477101067706175
5,1,Floyd Mayweather Jr. ,Karina Smirnoff,Michigan,United States,30,Athlete,9,Eliminated Week 4,0.07,0.0538713150250878,0.1238713150250878
5,1,Helio Castroneves,Julianne Hough,others,Brazil,32,Racing Driver,1,1st Place,0.0973,0.1698544500124966,0.2671544500124966
5,1,Jane Seymour,Tony Dovolani,others,England,56,Actor/Actress,6,Eliminated Week 7,0.0934,0.0666437944488267,0.1600437944488267
5,1,Jennie Garth,Derek Hough,Illinois,United States,35,Actor/Actress,4,Eliminated Week 9,0.0817,0.0683313995961772,0.1500313995961772
5,1,Josie Maran,Alec Mazo,California,United States,29,Model,12,Eliminated Week 1,0.0623,0.0319297980768565,0.0942297980768565
5,1,Marie Osmond,Jonathan Roberts,Utah,United States,47,Singer/Rapper,3,3rd Place,0.0817,0.1687234826637699,0.2504234826637699
5,1,Mark Cuban,Kym Johnson,Pennsylvania,United States,49,TV Personality,8,Eliminated Week 5,0.0817,0.0576046149800903,0.1393046149800902
5,1,Mel B,Maksim Chmerkoskiy,others,England,32,Singer/Rapper,2,2nd Place,0.0934,0.1676016560444674,0.2610016560444674
5,1,Sabrina Bryan,Mark Ballas,California,United States,23,Actor/Actress,7,Eliminated Week 6,0.1012,0.057686573516865,0.158886573516865
5,1,Wayne Newton,Cheryl Burke,Virginia,United States,65,Singer/Rapper,10,Eliminated Week 3,0.0739,0.0575998188770325,0.1314998188770325
5,2,Albert Reed,Anna Trebunskaya,Florida,United States,22,Model,11,Eliminated Week 2,0.0882,0.0343665315794311,0.122566531579431
5,2,Cameron Mathison,Edyta Sliwinska,others,Canada,38,Actor/Actress,5,Eliminated Week 8,0.0882,0.0684310775166622,0.1566310775166622
5,2,Floyd Mayweather Jr. ,Karina Smirnoff,Michigan,United States,30,Athlete,9,Eliminated Week 4,0.0882,0.0556148707289119,0.1438148707289119
5,2,Helio Castroneves,Julianne Hough,others,Brazil,32,Racing Driver,1,1st Place,0.1134,0.1754258296706211,0.2888258296706211
5,2,Jane Seymour,Tony Dovolani,others,England,56,Actor/Actress,6,Eliminated Week 7,0.0882,0.0690965914287381,0.1572965914287381
5,2,Jennie Garth,Derek Hough,Illinois,United States,35,Actor/Actress,4,Eliminated Week 9,0.0882,0.0708676768624121,0.1590676768624121
5,2,Marie Osmond,Jonathan Roberts,Utah,United States,47,Singer/Rapper,3,3rd Place,0.1008,0.1742725722294788,0.2750725722294788
5,2,Mark Cuban,Kym Johnson,Pennsylvania,United States,49,TV Personality,8,Eliminated Week 5,0.0756,0.0595715010877868,0.1351715010877868
5,2,Mel B,Maksim Chmerkoskiy,others,England,32,Singer/Rapper,2,2nd Place,0.0966,0.1731285635297254,0.2697285635297254
5,2,Sabrina Bryan,Mark Ballas,California,United States,23,Actor/Actress,7,Eliminated Week 6,0.1092,0.0596582527868009,0.1688582527868009
5,2,Wayne Newton,Cheryl Burke,Virginia,United States,65,Singer/Rapper,10,Eliminated Week 3,0.063,0.0595665325794312,0.1225665325794312
5,3,Cameron Mathison,Edyta Sliwinska,others,Canada,38,Actor/Actress,5,Eliminated Week 8,0.0962,0.0706073946317689,0.1668073946317689
5,3,Floyd Mayweather Jr. ,Karina Smirnoff,Michigan,United States,30,Athlete,9,Eliminated Week 4,0.0879,0.0564224932160995,0.1443224932160995
5,3,Helio Castroneves,Julianne Hough,others,Brazil,32,Racing Driver,1,1st Place,0.1004,0.1838905054803077,0.2842905054803077
5,3,Jane Seymour,Tony Dovolani,others,England,56,Actor/Actress,6,Eliminated Week 7,0.113,0.0713370327814134,0.1843370327814134
5,3,Jennie Garth,Derek Hough,Illinois,United States,35,Actor/Actress,4,Eliminated Week 9,0.1088,0.0732759841472023,0.1820759841472022
5,3,Marie Osmond,Jonathan Roberts,Utah,United States,47,Singer/Rapper,3,3rd Place,0.1088,0.1826931230094097,0.2914931230094097
5,3,Mark Cuban,Kym Johnson,Pennsylvania,United States,49,TV Personality,8,Eliminated Week 5,0.0837,0.0608316027640982,0.1445316027640982
5,3,Mel B,Maksim Chmerkoskiy,others,England,32,Singer/Rapper,2,2nd Place,0.113,0.1815047557970443,0.2945047557970443
5,3,Sabrina Bryan,Mark Ballas,California,United States,23,Actor/Actress,7,Eliminated Week 6,0.113,0.0609279700990134,0.1739279700990134
5,3,Wayne Newton,Cheryl Burke,Virginia,United States,65,Singer/Rapper,10,Eliminated Week 3,0.0753,0.0585091380736423,0.1338091380736423
5,4,Cameron Mathison,Edyta Sliwinska,others,Canada,38,Actor/Actress,5,Eliminated Week 8,0.1154,0.0744677175347244,0.1898677175347244
5,4,Floyd Mayweather Jr. ,Karina Smirnoff,Michigan,United States,30,Athlete,9,Eliminated Week 4,0.0983,0.0581667342708568,0.1564667342708568
5,4,Helio Castroneves,Julianne Hough,others,Brazil,32,Racing Driver,1,1st Place,0.1154,0.1972299791398372,0.3126299791398372
5,4,Jane Seymour,Tony Dovolani,others,England,56,Actor/Actress,6,Eliminated Week 7,0.1111,0.0752957315345292,0.1863957315345292
5,4,Jennie Garth,Derek Hough,Illinois,United States,35,Actor/Actress,4,Eliminated Week 9,0.1154,0.0774918090146224,0.1928918090146223
5,4,Marie Osmond,Jonathan Roberts,Utah,United States,47,Singer/Rapper,3,3rd Place,0.1111,0.1959665354498134,0.3070665354498134
5,4,Mark Cuban,Kym Johnson,Pennsylvania,United States,49,TV Personality,8,Eliminated Week 5,0.094,0.063279010659806,0.1572790106598059
5,4,Mel B,Maksim Chmerkoskiy,others,England,32,Singer/Rapper,2,2nd Place,0.1111,0.1947122012538035,0.3058122012538035
5,4,Sabrina Bryan,Mark Ballas,California,United States,23,Actor/Actress,7,Eliminated Week 6,0.1282,0.0633902811420068,0.1915902811420068
5,5,Cameron Mathison,Edyta Sliwinska,others,Canada,38,Actor/Actress,5,Eliminated Week 8,0.1307,0.0774075548284374,0.2081075548284374
5,5,Helio Castroneves,Julianne Hough,others,Brazil,32,Racing Driver,1,1st Place,0.1156,0.2128955998538233,0.3284955998538233
5,5,Jane Seymour,Tony Dovolani,others,England,56,Actor/Actress,6,Eliminated Week 7,0.1307,0.0783707307962341,0.2090707307962341
5,5,Jennie Garth,Derek Hough,Illinois,United States,35,Actor/Actress,4,Eliminated Week 9,0.1256,0.0809198469451321,0.2065198469451321
5,5,Marie Osmond,Jonathan Roberts,Utah,United States,47,Singer/Rapper,3,3rd Place,0.1055,0.2115446682540946,0.3170446682540946
5,5,Mark Cuban,Kym Johnson,Pennsylvania,United States,49,TV Personality,8,Eliminated Week 5,0.1055,0.0642634882518244,0.1697634882518244
5,5,Mel B,Maksim Chmerkoskiy,others,England,32,Singer/Rapper,2,2nd Place,0.1457,0.2102028613945239,0.3559028613945239
5,5,Sabrina Bryan,Mark Ballas,California,United States,23,Actor/Actress,7,Eliminated Week 6,0.1407,0.0643952496759299,0.2050952496759299
5,6,Cameron Mathison,Edyta Sliwinska,others,Canada,38,Actor/Actress,5,Eliminated Week 8,0.1389,0.0799833458811327,0.2188833458811327
5,6,Helio Castroneves,Julianne Hough,others,Brazil,32,Racing Driver,1,1st Place,0.1556,0.2315696895335362,0.3871696895335362
5,6,Jane Seymour,Tony Dovolani,others,England,56,Actor/Actress,6,Eliminated Week 7,0.1222,0.0811228756711494,0.2033228756711494
5,6,Jennie Garth,Derek Hough,Illinois,United States,35,Actor/Actress,4,Eliminated Week 9,0.15,0.0841316410367304,0.2341316410367304
5,6,Marie Osmond,Jonathan Roberts,Utah,United States,47,Singer/Rapper,3,3rd Place,0.1278,0.2301100217737747,0.3579100217737747
5,6,Mel B,Maksim Chmerkoskiy,others,England,32,Singer/Rapper,2,2nd Place,0.1667,0.2286595514325278,0.3953595514325277
5,6,Sabrina Bryan,Mark Ballas,California,United States,23,Actor/Actress,7,Eliminated Week 6,0.1389,0.0644228746711485,0.2033228746711485
5,7,Cameron Mathison,Edyta Sliwinska,others,Canada,38,Actor/Actress,5,Eliminated Week 8,0.1635,0.0811445693398346,0.2446445693398346
5,7,Helio Castroneves,Julianne Hough,others,Brazil,32,Racing Driver,1,1st Place,0.1667,0.2523725746021321,0.4190725746021321
5,7,Jane Seymour,Tony Dovolani,others,England,56,Actor/Actress,6,Eliminated Week 7,0.1603,0.0803993266892901,0.2406993266892901
5,7,Jennie Garth,Derek Hough,Illinois,United States,35,Actor/Actress,4,Eliminated Week 9,0.1699,0.0860974171560353,0.2559974171560353
5,7,Marie Osmond,Jonathan Roberts,Utah,United States,47,Singer/Rapper,3,3rd Place,0.1667,0.2507832060742556,0.4174832060742556
5,7,Mel B,Maksim Chmerkoskiy,others,England,32,Singer/Rapper,2,2nd Place,0.1731,0.2492029061384521,0.4223029061384521
5,8,Cameron Mathison,Edyta Sliwinska,others,Canada,38,Actor/Actress,5,Eliminated Week 8,0.1939,0.0830600094989247,0.2769600094989247
5,8,Helio Castroneves,Julianne Hough,others,Brazil,32,Racing Driver,1,1st Place,0.2167,0.2777122526213214,0.4944122526213214
5,8,Jennie Garth,Derek Hough,Illinois,United States,35,Actor/Actress,4,Eliminated Week 9,0.1901,0.0890150738200542,0.2791150738200542
5,8,Marie Osmond,Jonathan Roberts,Utah,United States,47,Singer/Rapper,3,3rd Place,0.1863,0.2759718298508836,0.4622718298508835
5,8,Mel B,Maksim Chmerkoskiy,others,England,32,Singer/Rapper,2,2nd Place,0.2129,0.2742408342088158,0.4871408342088158
5,9,Helio Castroneves,Julianne Hough,others,Brazil,32,Racing Driver,1,1st Place,0.2564,0.3051594498681628,0.5615594498681629
5,9,Jennie Garth,Derek Hough,Illinois,United States,35,Actor/Actress,4,Eliminated Week 9,0.2479,0.090248153299791,0.338148153299791
5,9,Marie Osmond,Jonathan Roberts,Utah,United States,47,Singer/Rapper,3,3rd Place,0.2393,0.3032474805721256,0.5425474805721255
5,9,Mel B,Maksim Chmerkoskiy,others,England,32,Singer/Rapper,2,2nd Place,0.2564,0.3013449162599207,0.5577449162599207
5,10,Helio Castroneves,Julianne Hough,others,Brazil,32,Racing Driver,1,1st Place,0.3529,0.3354349393649018,0.6883349393649019
5,10,Marie Osmond,Jonathan Roberts,Utah,United States,47,Singer/Rapper,3,3rd Place,0.2899,0.3333301222701964,0.6232301222701964
5,10,Mel B,Maksim Chmerkoskiy,others,England,32,Singer/Rapper,2,2nd Place,0.3571,0.3312349383649018,0.6883349383649018
6,1,Adam Carolla,Julianne Hough,California,United States,43,Radio Personality,9,Eliminated Week 4,0.0617,0.0546496453889464,0.1163496453889464
6,1,Cristian de la Fuente,Cheryl Burke,others,Chile,34,Actor/Actress,3,3rd Place,0.0864,0.1694290389242551,0.2558290389242551
6,1,Jason Taylor,Edyta Sliwinska,Pennsylvania,United States,33,Athlete,2,2nd Place,0.0905,0.169428888958841,0.259928888958841
6,1,Kristi Yamaguchi,Mark Ballas,California,United States,36,Athlete,1,1st Place,0.1111,0.1694290297597709,0.2805290297597709
6,1,Mario,Karina Smirnoff,Maryland,United States,21,Singer/Rapper,5,Eliminated Week 8,0.0988,0.0657228765260435,0.1645228765260435
6,1,Marissa Jaret Winokur,Tony Dovolani,New York,United States,35,Actor/Actress,4,Eliminated Week 9,0.0741,0.0700850934354413,0.1441850934354412
6,1,Marlee Matlin,Fabian Sanchez,Illinois,United States,42,Actor/Actress,7,Eliminated Week 6,0.0905,0.0615138620746239,0.1520138620746239
6,1,Monica Seles,Jonathan Roberts,others,Yugoslavia,34,Athlete,11,Eliminated Week 2,0.0617,0.0335841252631687,0.0952841252631687
6,1,Penn Jillette,Kym Johnson,Massachusetts,United States,53,Magician,12,Eliminated Week 2,0.0658,0.0335840294282789,0.0993840294282789
6,1,Priscilla Presley,Louis van Amstel,New York,United States,62,Actor/Actress,8,Eliminated Week 5,0.0988,0.0583835906454813,0.1571835906454813
6,1,Shannon Elizabeth,Derek Hough,Texas,United States,34,Actor/Actress,6,Eliminated Week 7,0.0864,0.064249791687203,0.150649791687203
6,1,Steve Guttenberg,Anna Trebunskaya,New York,United States,49,Actor/Actress,10,Eliminated Week 3,0.0741,0.0499400279079455,0.1240400279079455
6,2,Adam Carolla,Julianne Hough,California,United States,43,Radio Personality,9,Eliminated Week 4,0.0739,0.0537857128724396,0.1276857128724396
6,2,Cristian de la Fuente,Cheryl Burke,others,Chile,34,Actor/Actress,3,3rd Place,0.0778,0.1723367426031287,0.2501367426031287
6,2,Jason Taylor,Edyta Sliwinska,Pennsylvania,United States,33,Athlete,2,2nd Place,0.1051,0.1723366093056851,0.2774366093056851
6,2,Kristi Yamaguchi,Mark Ballas,California,United States,36,Athlete,1,1st Place,0.1051,0.1723367321869006,0.2774367321869005
6,2,Mario,Karina Smirnoff,Maryland,United States,21,Singer/Rapper,5,Eliminated Week 8,0.1012,0.0654739913952626,0.1666739913952626
6,2,Marissa Jaret Winokur,Tony Dovolani,New York,United States,35,Actor/Actress,4,Eliminated Week 9,0.0817,0.0700503646599912,0.1517503646599912
6,2,Marlee Matlin,Fabian Sanchez,Illinois,United States,42,Actor/Actress,7,Eliminated Week 6,0.0934,0.0610443545047545,0.1544443545047545
6,2,Monica Seles,Jonathan Roberts,others,Yugoslavia,34,Athlete,11,Eliminated Week 2,0.0584,0.031097241169802,0.089497241169802
6,2,Penn Jillette,Kym Johnson,Massachusetts,United States,53,Magician,12,Eliminated Week 2,0.0661,0.0310971581759369,0.0971971581759369
6,2,Priscilla Presley,Louis van Amstel,New York,United States,62,Actor/Actress,8,Eliminated Week 5,0.0817,0.057740017293152,0.139440017293152
6,2,Shannon Elizabeth,Derek Hough,Texas,United States,34,Actor/Actress,6,Eliminated Week 7,0.0934,0.0639253651977668,0.1573253651977668
6,2,Steve Guttenberg,Anna Trebunskaya,New York,United States,49,Actor/Actress,10,Eliminated Week 3,0.0623,0.0487757106351794,0.1110757106351794
6,3,Adam Carolla,Julianne Hough,California,United States,43,Radio Personality,9,Eliminated Week 4,0.0921,0.057234982453776,0.149334982453776
6,3,Cristian de la Fuente,Cheryl Burke,others,Chile,34,Actor/Actress,3,3rd Place,0.1096,0.183439119416832,0.293039119416832
6,3,Jason Taylor,Edyta Sliwinska,Pennsylvania,United States,33,Athlete,2,2nd Place,0.1009,0.1834389683190998,0.2843389683190998
6,3,Kristi Yamaguchi,Mark Ballas,California,United States,36,Athlete,1,1st Place,0.1184,0.1834391017870859,0.3018391017870859
6,3,Mario,Karina Smirnoff,Maryland,United States,21,Singer/Rapper,5,Eliminated Week 8,0.0921,0.0701937616381777,0.1622937616381777
6,3,Marissa Jaret Winokur,Tony Dovolani,New York,United States,35,Actor/Actress,4,Eliminated Week 9,0.0833,0.0752095625202931,0.158509562520293
6,3,Marlee Matlin,Fabian Sanchez,Illinois,United States,42,Actor/Actress,7,Eliminated Week 6,0.0921,0.0653099982328682,0.1574099982328682
6,3,Priscilla Presley,Louis van Amstel,New York,United States,62,Actor/Actress,8,Eliminated Week 5,0.114,0.0616460721853044,0.1756460721853044
6,3,Shannon Elizabeth,Derek Hough,Texas,United States,34,Actor/Actress,6,Eliminated Week 7,0.1053,0.0684897703705338,0.1737897703705338
6,3,Steve Guttenberg,Anna Trebunskaya,New York,United States,49,Actor/Actress,10,Eliminated Week 3,0.0921,0.0515986630760287,0.1436986630760287
6,4,Adam Carolla,Julianne Hough,California,United States,43,Radio Personality,9,Eliminated Week 4,0.0844,0.0582068609692383,0.1426068609692383
6,4,Cristian de la Fuente,Cheryl Burke,others,Chile,34,Actor/Actress,3,3rd Place,0.1156,0.1959464954844058,0.3115464954844057
6,4,Jason Taylor,Edyta Sliwinska,Pennsylvania,United States,33,Athlete,2,2nd Place,0.1289,0.1959463507807724,0.3248463507807724
6,4,Kristi Yamaguchi,Mark Ballas,California,United States,36,Athlete,1,1st Place,0.1289,0.1959464718118214,0.3248464718118213
6,4,Mario,Karina Smirnoff,Maryland,United States,21,Singer/Rapper,5,Eliminated Week 8,0.1067,0.0731164677509559,0.1798164677509559
6,4,Marissa Jaret Winokur,Tony Dovolani,New York,United States,35,Actor/Actress,4,Eliminated Week 9,0.1067,0.078801754274216,0.185501754274216
6,4,Marlee Matlin,Fabian Sanchez,Illinois,United States,42,Actor/Actress,7,Eliminated Week 6,0.1067,0.0675381738124175,0.1742381738124175
6,4,Priscilla Presley,Louis van Amstel,New York,United States,62,Actor/Actress,8,Eliminated Week 5,0.0978,0.0633222040690834,0.1611222040690834
6,4,Shannon Elizabeth,Derek Hough,Texas,United States,34,Actor/Actress,6,Eliminated Week 7,0.1244,0.0711752210470889,0.1955752210470889
6,5,Cristian de la Fuente,Cheryl Burke,others,Chile,34,Actor/Actress,3,3rd Place,0.1173,0.2115281129175372,0.3288281129175372
6,5,Jason Taylor,Edyta Sliwinska,Pennsylvania,United States,33,Athlete,2,2nd Place,0.1378,0.2115279511759173,0.3493279511759173
6,5,Kristi Yamaguchi,Mark Ballas,California,United States,36,Athlete,1,1st Place,0.148,0.211528074476251,0.359528074476251
6,5,Mario,Karina Smirnoff,Maryland,United States,21,Singer/Rapper,5,Eliminated Week 8,0.1378,0.0758274585888196,0.2136274585888196
6,5,Marissa Jaret Winokur,Tony Dovolani,New York,United States,35,Actor/Actress,4,Eliminated Week 9,0.1224,0.0824318031097012,0.2048318031097012
6,5,Marlee Matlin,Fabian Sanchez,Illinois,United States,42,Actor/Actress,7,Eliminated Week 6,0.1122,0.0692901173843569,0.1814901173843568
